"season","episode","episode_name","ken_kwapis","greg_daniels","b_j_novak","paul_lieberstein","mindy_kaling","paul_feig","gene_stupnitsky","lee_eisenberg","jennifer_celotta","randall_einhorn","brent_forrester","jeffrey_blitz","justin_spitzer","imdb_rating","name","value"
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"jim",42
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"kelly",0
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"kevin",6
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"michael",56
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"oscar",9
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"pam",32
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"phyllis",0
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"ryan",1
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"toby",0
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"erin",0
1,3,"health care",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"jan",18
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"andy",0
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"angela",3
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"darryl",15
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"dwight",25
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"jim",21
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"kelly",0
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"kevin",1
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"michael",104
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"oscar",2
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"pam",14
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"phyllis",4
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"ryan",8
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"toby",0
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"erin",0
1,5,"basketball",0,1,0,0,0,0,0,0,0,0,0,0,0,8.4,"jan",0
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"andy",0
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"angela",3
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"darryl",0
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"dwight",28
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"jim",55
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"kelly",0
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"kevin",5
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"michael",106
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"oscar",1
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"pam",45
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"phyllis",0
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"ryan",12
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"toby",7
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"erin",0
1,6,"hot girl",0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,"jan",8
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"andy",0
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"angela",1
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"darryl",1
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"dwight",32
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"jim",32
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"kelly",7
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"kevin",1
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"michael",96
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"oscar",2
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"pam",41
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"phyllis",10
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"ryan",2
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"toby",0
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"erin",0
2,1,"dundies",0,1,0,0,1,0,0,0,0,0,0,0,0,8.7,"jan",9
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"andy",0
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"angela",2
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"darryl",9
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"dwight",11
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"jim",16
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"kelly",0
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"kevin",6
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"michael",100
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"oscar",0
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"pam",27
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"phyllis",6
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"ryan",1
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"toby",26
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"erin",0
2,2,"sexual harassment",1,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"jan",11
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"andy",0
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"angela",6
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"darryl",0
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"dwight",55
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"jim",55
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"kelly",0
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"kevin",9
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"michael",83
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"oscar",10
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"pam",33
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"phyllis",2
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"ryan",5
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"toby",0
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"erin",0
2,3,"office olympics",0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,"jan",0
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"andy",0
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"angela",17
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"darryl",0
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"dwight",65
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"jim",51
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"kelly",4
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"kevin",5
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"michael",69
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"oscar",4
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"pam",22
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"phyllis",6
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"ryan",40
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"toby",0
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"erin",0
2,4,"fire",1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,"jan",0
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"andy",0
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"angela",13
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"darryl",0
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"dwight",33
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"jim",30
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"kelly",3
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"kevin",2
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"michael",108
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"oscar",7
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"pam",27
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"phyllis",3
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"ryan",1
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"toby",0
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"erin",0
2,5,"halloween",0,1,0,0,0,1,0,0,0,0,0,0,0,8.2,"jan",0
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"andy",0
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"angela",3
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"darryl",0
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"dwight",64
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"jim",49
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"kelly",3
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"kevin",3
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"michael",85
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"oscar",0
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"pam",25
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"phyllis",0
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"ryan",18
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"toby",5
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"erin",0
2,6,"fight",1,0,0,0,0,0,1,1,0,0,0,0,0,8.2,"jan",0
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"andy",0
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"angela",0
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"darryl",0
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"dwight",22
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"jim",40
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"kelly",1
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"kevin",1
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"michael",73
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"oscar",4
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"pam",32
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"phyllis",4
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"ryan",6
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"toby",1
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"erin",0
2,7,"client",0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,"jan",46
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"andy",0
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"angela",5
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"darryl",0
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"dwight",42
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"jim",26
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"kelly",2
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"kevin",4
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"michael",103
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"oscar",1
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"pam",30
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"phyllis",1
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"ryan",1
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"toby",1
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"erin",0
2,8,"performance review",0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,"jan",52
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"andy",0
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"angela",1
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"darryl",3
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"dwight",22
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"jim",29
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"kelly",4
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"kevin",0
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"michael",75
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"oscar",1
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"pam",17
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"phyllis",4
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"ryan",2
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"toby",0
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"erin",0
2,11,"booze cruise",1,1,0,0,0,0,0,0,0,0,0,0,0,8.6,"jan",0
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"andy",0
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"angela",5
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"darryl",0
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"dwight",60
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"jim",55
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"kelly",1
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"kevin",2
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"michael",124
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"oscar",3
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"pam",57
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"phyllis",3
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"ryan",13
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"toby",7
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"erin",0
2,12,"injury",0,0,0,0,1,0,0,0,0,0,0,0,0,9,"jan",0
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"andy",0
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"angela",5
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"darryl",0
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"dwight",38
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"jim",50
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"kelly",5
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"kevin",8
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"michael",92
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"oscar",9
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"pam",27
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"phyllis",0
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"ryan",7
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"toby",3
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"erin",0
2,13,"secret",0,0,0,0,0,0,1,1,0,0,0,0,0,8.3,"jan",0
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"andy",0
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"angela",2
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"darryl",3
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"dwight",25
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"jim",27
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"kelly",10
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"kevin",7
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"michael",101
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"oscar",5
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"pam",28
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"phyllis",1
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"ryan",13
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"toby",1
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"erin",0
2,14,"carpet",0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,"jan",0
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"andy",0
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"angela",5
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"darryl",27
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"dwight",12
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"jim",22
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"kelly",9
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"kevin",4
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"michael",76
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"oscar",0
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"pam",26
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"phyllis",9
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"ryan",2
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"toby",0
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"erin",0
2,15,"boys  girls",0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,"jan",55
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"andy",0
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"angela",4
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"darryl",0
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"dwight",19
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"jim",16
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"kelly",13
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"kevin",5
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"michael",45
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"oscar",2
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"pam",23
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"phyllis",3
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"ryan",4
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"toby",0
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"erin",0
2,16,"valentines day",0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,"jan",16
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"andy",0
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"angela",4
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"darryl",0
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"dwight",49
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"jim",35
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"kelly",5
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"kevin",4
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"michael",52
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"oscar",3
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"pam",19
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"phyllis",4
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"ryan",7
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"toby",4
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"erin",0
2,17,"dwights speech",0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,"jan",0
