"x","y","cluster"
0.406897346573809,0.563576666522706,"A"
1.48217339056415,0.297039473156847,"A"
2.08194853550893,1.04845181944347,"A"
1.15921239562364,0.236183579758719,"A"
1.06192123304036,0.649420725010234,"A"
1.57527869224668,1.29098816263875,"A"
1.28931306070585,0.726621563276907,"A"
1.80043684854458,0.580661463387363,"A"
1.68062909359719,0.900258155956005,"A"
1.71215990935439,0.889870779954224,"A"
1.4748003847836,0.545042512908091,"A"
1.43800701295767,1.01020742361538,"A"
0.658899727562599,0.602682553334593,"A"
0.620544932133294,1.15444953349083,"A"
1.1896944338683,0.662996774008079,"A"
0.705806531986294,0.0580784655713281,"A"
1.8517981189284,1.39033371491904,"A"
1.01890735898163,1.09562184536796,"A"
2.28532445954488,0.823556355579018,"A"
1.80323462815892,0.511912390885814,"A"
1.46061840765151,1.08174017184146,"A"
0.934611081502931,0.588249867501372,"A"
0.838361870631456,0.175519896348196,"A"
1.09423623978898,0.422502413683682,"A"
0.633275087226656,0.980954980437148,"A"
0.391441573669784,0.815386259278844,"A"
1.32880308234709,1.39696302408366,"A"
0.480467179363675,0.0621152086783347,"A"
1.81637366756873,0.934377106885775,"A"
0.369792823054443,-0.130534180882261,"A"
0.844049135177984,0.254342923080009,"A"
1.71462063718145,1.69673159175847,"A"
1.11165183276753,1.48460491660837,"A"
0.334434229894371,0.330919664858176,"A"
1.79134077018039,1.88314032783155,"A"
0.999442448237466,0.691925987707912,"A"
1.44000421636995,1.63806215758079,"A"
1.99314373798011,1.08299073334702,"A"
0.807571331159903,1.33887093735318,"A"
1.83473927460087,1.02904199270037,"A"
0.505676766652081,0.0877601312011385,"A"
1.97846815913202,1.03472010439578,"A"
2.35920311217035,1.20595940081763,"A"
0.970219615513202,1.11282863021578,"A"
-0.479277492400769,-1.16546753967521,"B"
-0.351093155628139,-1.25500016218582,"B"
-0.341888407935675,-1.36462364895493,"B"
-0.321625773907616,-1.3176842601696,"B"
-0.597944450854783,-0.611926223969146,"B"
-0.444352524795658,-1.51320014628085,"B"
-0.571652708888715,-1.27484289842799,"B"
-0.230932748175799,-1.37269448733053,"B"
-0.560179655481897,-0.795459446446978,"B"
-0.346474556317635,-1.96269432741566,"B"
-0.393225102344014,-1.11732411180085,"B"
-0.323075438629155,-1.51197075183816,"B"
-0.153753273061494,-1.11618747336677,"B"
-0.380695148096228,-0.824975552243106,"B"
-0.402153536938729,-0.771606437322146,"B"
-0.431001187592899,-1.31341221377686,"B"
-0.556923632497492,-1.55809498335374,"B"
-0.491523966594632,-0.821637490433912,"B"
-0.724167257587985,-1.22802952871995,"B"
-0.526959039408061,-0.880644278372301,"B"
-0.122948335893151,-1.5714342764716,"B"
-0.221322011737927,-1.42075609746462,"B"
-0.34711857127777,-1.12120124900957,"B"
-0.720067325894102,-1.89901679374316,"B"
-0.284698576990883,-0.73110377019363,"B"
-0.778142393968073,-1.27923318538315,"B"
-0.780006913569586,-1.76830790192799,"B"
-0.430961626131381,-1.49820568893514,"B"
-0.192328517672104,-1.05003887406551,"B"
-0.540465080602143,-1.1265563618422,"B"
-0.361164686987285,-1.38132676436086,"B"
-0.433362759959478,-1.75530851463174,"B"
-0.273011624143491,-1.91410024698037,"B"
-0.305878467320268,-1.39976676545422,"B"
-0.134229825181791,-1.22980185862491,"B"
-0.583677705932251,-1.03533010366226,"B"
-0.335938552977417,-1.7990749161827,"B"
-0.060400308477092,-1.11289400596721,"B"
-0.378746383781514,-1.23157374978301,"B"
-0.252849998803278,-1.04456560235684,"B"
-0.761410054420452,-0.715159722623416,"B"
-0.509602181124396,-1.62775161113547,"B"
-0.191817974807849,-1.23880167950716,"B"
0.0906850783400913,-1.02042904174869,"B"
-0.452570255336901,-1.20253562721297,"B"
-0.459062691574412,-0.935876609364713,"B"
-0.331580079428239,-1.75845929414397,"B"
-0.486376052585296,-2.19612884884878,"B"
-0.159237257280612,-0.764662686830664,"B"
-0.400185525389827,-1.28249995733391,"B"
-0.193493610117385,-1.61732402524406,"B"
-0.206654756067369,-1.3609193634177,"B"
-0.243771358908357,-1.18771756775275,"B"
-0.725929034398506,-1.41492636745653,"B"
-0.140451110041084,-2.02416185863239,"B"
-0.316994672495543,-1.1637753539019,"B"
-0.12999265961785,-1.33341786336506,"B"
-0.401863198032762,-1.13249693138804,"B"
-0.338748855049915,-0.939967656723857,"B"
-0.469567094249823,-1.35309778415793,"B"
-0.243803358187819,-1.31592537657407,"B"
-0.24880529383219,-1.31865329148361,"B"
-0.312377215746058,-1.20612074757695,"B"
-0.480705810756078,-0.721939620767218,"B"
-0.420742053179055,-1.48352903230364,"B"
-0.154861816792959,-1.37639789269356,"B"
-0.143348481226373,-1.9781396693958,"B"
-0.0775501342678242,-0.945387550825084,"B"
-0.519103750856543,-1.91740871672941,"B"
-0.0292107268571451,-1.71448189756856,"B"
-0.525128626037392,-0.867103491295258,"B"
-0.335478533052968,-1.14657735086466,"B"
-0.453617903129526,-1.34070645685296,"B"
-0.0726851825650876,-1.12365701540346,"B"
-0.65518914049355,-0.245571540565658,"C"
-0.748180381001135,-1.7457842031122,"B"
-0.315178441060435,-1.47700428154207,"B"
-0.658858791091557,-1.21860710486444,"B"
-0.381382662790719,-1.38130390314283,"B"
-0.21200997277602,-0.581514955240334,"B"
-0.357355247884394,-1.28764576237811,"B"
-0.621128927635339,-1.81754155778836,"B"
-0.340540527002309,-1.46364470600413,"B"
-0.616048775204838,-0.861467197908681,"B"
-0.0429024980236662,-0.932690726892766,"B"
-0.45073843561898,-1.13018857964253,"B"
-0.724953379061237,-0.899954027481209,"B"
-0.49796473176125,-1.35867689765596,"B"
-0.473735637968394,-1.80680855799765,"B"
-0.5654240495783,-1.12916298796909,"B"
-0.416458504050095,-1.01950133894412,"B"
-0.0880597361131655,-1.62556913551867,"B"
-0.345900983182575,-1.24397962314812,"B"
-0.594750480110969,-1.36815333167541,"B"
-0.518901039146075,-1.44917564245974,"B"
-0.199270299269813,-1.29283549336006,"B"
-0.309396826280081,-1.91412376527943,"B"
-0.486078432459385,-1.02066427716738,"B"
-0.118836807387361,-1.48905280279292,"B"
-0.154165950109567,-1.40613329202188,"B"
-0.414992250051676,0.171913909491162,"C"
-1.11388952533075,-0.0689941475574984,"C"
-1.47127160674095,0.717922665467433,"C"
-0.24603274205017,0.93804644407798,"C"
-1.78458980033668,0.329678626851974,"C"
-0.297915742428682,0.696031235027978,"C"
-1.00487035550833,0.574474548191675,"C"
-0.913180998809694,0.476736123508273,"C"
-0.61467411040469,1.24798722901177,"C"
-0.647132476805605,-0.0897887815681855,"C"
-1.16401100619855,1.04765720229168,"C"
-0.740309447857624,0.0558563303679209,"C"
-0.630891412517857,0.541102905870223,"C"
-1.04106704684224,0.157819303657413,"C"
-0.944426637449761,0.583316589604076,"C"
-1.47504792878571,0.445739321841784,"C"
-0.789021071357262,0.502652972693135,"C"
-1.23225086206554,0.143126127989721,"C"
-1.08461661656804,0.797734343948412,"C"
-1.9562608612986,0.626666241892302,"C"
-0.875466809766602,0.472405066643108,"C"
-0.495088502398474,-0.115895016310069,"C"
-0.59439459485889,0.232081407300159,"C"
-0.661235939717723,0.63496306104794,"C"
-2.09217024573009,0.382886330460783,"C"
-1.41459718421575,0.222627532308135,"C"
-0.311451503019939,0.637846492246507,"C"
-0.595157459744028,0.553587080436144,"C"
-0.567856938168468,0.31393627982979,"C"
-1.64056763721239,0.536918492199708,"C"
-1.09271773622611,0.472099919591731,"C"
-1.19479904861352,0.531701908802936,"C"
-1.06263011073045,0.584143713326521,"C"
-1.60142303769077,0.0475366299534532,"C"
-0.867444678362307,0.617949619487839,"C"
-0.835059973980044,0.383442636328285,"C"
-0.652631521280799,0.0669368488596519,"C"
-1.07567367632126,0.457976208312834,"C"
-0.998051490210809,0.494241641711411,"C"
-1.28040058484204,0.587162660419424,"C"
-0.751263377343598,0.481196114605694,"C"
-0.506377867012264,1.30674887970566,"C"
-0.343842886077323,0.538147327483912,"C"
-0.910655952744702,0.559240786221432,"C"
-0.919654631981121,0.574334096205274,"C"
-1.27568314617979,0.72437343739854,"C"
-1.0594250044279,0.109481283232584,"C"
-1.89215787071309,0.522736725607007,"C"
-1.28620951136636,0.392192144822181,"C"
-0.519003868100103,0.567565268201904,"C"
-0.277247584568673,0.413924401029196,"C"
-0.365288750324611,-0.149900050423446,"C"
-0.840420445959693,-0.37671577210877,"C"
-1.01606945701073,0.839190254145872,"C"
-0.581603726762378,0.0800714228890515,"C"
-1.56343194723014,0.493690112406205,"C"
-1.49066843424934,0.431454696573381,"C"
-1.17026731545853,-0.0634417823687629,"C"
-0.431497160567575,0.652226321313491,"C"
-1.2755318539401,0.663955466512662,"C"
-0.468799225345812,0.782545503566062,"C"
-1.46137960295167,0.976999042624049,"C"
-1.26431133444782,0.365915268065204,"C"
-0.783716097462697,0.00802491073689478,"C"
-0.651707792684939,0.48200813495176,"C"
-2.09958399461192,0.509793620163207,"C"
-0.41206569929161,0.782168899176501,"C"
-0.228605299284281,0.877497395143008,"C"
-1.07171697217772,0.416549355996974,"C"
-0.32105526177463,0.636250746556691,"C"
-0.756317891850865,0.789855316140282,"C"
0.01,0.415695746859345,"C"
-0.190473338691464,0.307213815590206,"C"
-0.329523707416308,0.439114023130645,"C"
-1.01046290474662,0.168735758354569,"C"
-0.530222428630177,0.319085176552708,"C"
-0.160586615712892,0.367623747103734,"C"
-0.445651159401106,0.157935890993057,"C"
-0.957384184221326,-0.0522462050159928,"C"
-1.15562369349888,0.699182451101585,"C"
-0.677875831460104,0.911202936905652,"C"
-0.417562585912436,0.293200639261583,"C"
-0.435934595414022,0.30419250607019,"C"
-0.882423637047657,0.758586381887888,"C"
-0.954969753434932,0.564668291100325,"C"
-0.28669957752767,-0.0563540922288366,"C"
-0.448748900757076,0.428251302851424,"C"
-0.583582595247767,-0.734175157085804,"B"
-1.18016387946073,0.368388828854942,"C"
-1.21582132638721,0.509864612933352,"C"
-0.534224229976916,0.386934488991371,"C"
-0.744492028100727,0.237232024527774,"C"
-1.11179892413377,1.011949438211,"C"
-1.67179444179858,-0.295733625770647,"C"
-0.586699891743157,0.219394864885884,"C"
-0.549575901574396,0.880590196071303,"C"
-0.987676210386359,0.27423865094153,"C"
-0.627621913752717,0.450501787473926,"C"
-1.10075385863459,0.603492801163677,"C"
-0.177273679250554,0.416395532617028,"C"
