"age","boredom_rating","risk_propensity","height","left_handed","reaction_time"
36,62.49,10.8,184.98,1,902.381646798526
31,52.32,12.74,127.78,0,899.124780953369
36,67.92,13.33,142.83,0,900.767616466578
37,96.7,14.19,132.81,0,900.821452657002
35,51.68,16.06,167.95,0,898.492298499944
34,65.09,17.5,170.07,0,898.52944614184
32,50.32,17.45,195.01,0,899.031007798702
29,38.95,17.7,145.17,0,897.320911427049
39,2.33,9.38,193.19,1,902.669576097951
35,33.41,13.84,170.1,0,900.692922424469
39,89.32,15.07,164.38,0,901.045953988722
29,53.8,5.79,175.79,0,901.425616402159
36,9.86,6.96,140.31,0,901.289978354002
38,20.8,16.75,155.74,0,898.579489841751
35,41.57,15.55,146.75,0,900.36474448855
34,91.44,17.42,203.15,0,899.451660202966
31,44.89,11.34,143.99,0,901.40944794803
45,38.69,14.91,161.71,0,900.481223063477
39,79.87,16.06,169.99,0,900.483990463157
44,29.86,13.58,115.22,0,901.808530276128
35,53.41,8.48,172.75,0,900.227631281631
32,19.13,19.63,121.79,0,899.052465723865
27,73,18.46,168.18,1,900.624013769411
32,82.53,13.06,124.53,0,898.996990916324
36,35.77,13.36,146.71,1,903.555206441051
40,10.08,12.47,161.83,0,900.641032743764
36,31.28,12.69,146.09,0,899.977189458832
29,31.96,13.74,135.6,0,898.684795350717
38,58.39,14.06,197.62,0,899.997218372866
27,62.27,15.18,164.31,0,899.142533674082
33,73.86,9.25,199.83,0,900.462828940829
33,45.69,5.42,146.55,0,901.523175032687
25,57.57,12.2,150.18,0,898.681612796807
40,59.9,17.45,198.94,0,899.974414696828
32,56.98,9.12,161.07,0,901.353387326406
33,9.41,14.08,159.35,0,897.781426241287
42,71.4,13.17,184.02,0,900.930886286833
38,33.36,9.61,147.22,0,900.448493658357
34,41.79,18.82,133.47,0,899.815852918639
38,4.42,8.24,167.22,0,899.572934381328
37,16.9,10.24,150.95,0,900.41162302058
43,19.99,10.28,157.12,0,902.407674498028
36,72.59,20.11,170.41,0,899.466451788608
38,87.46,13.05,128.35,0,900.786365951436
37,24.74,16.77,128.63,0,898.66460416172
33,59.98,17.86,183.42,0,899.525642310311
35,82.34,12.1,160.31,0,900.10045818023
43,53.4,8.37,180.41,0,902.33263380934
31,89.78,14.85,156.92,0,899.758076485577
36,17.52,12.21,170.88,0,900.250535226549
42,83.75,21.15,169.05,0,898.175800682757
34,28.88,11.4,143.94,0,900.08180874561
30,38.24,12.45,184.51,0,900.16644072108
31,15.47,17.41,177.21,0,897.887629880174
33,25.54,10.68,163.43,0,899.894190431114
31,52.13,13.91,159.62,0,900.395253279236
34,35.94,16.48,206.39,0,900.172363428751
33,77.79,11.98,126.99,0,900.944158238098
34,13.95,7.97,140.09,0,900.64460452148
37,61.76,15.56,193.96,0,899.98496128328
38,61.71,12.6,156.56,1,904.050756058878
43,26.84,4.31,125.36,0,902.914415732941
35,61.03,15.35,152.4,0,900.134139586429
33,70.98,14.66,172.64,0,899.903545188384
42,55.76,11.37,183.29,0,900.753724773394
44,65.1,13.13,170,0,900.864735089031
35,66.34,11.22,147.96,0,901.127724840758
33,80.04,16.76,129.19,0,899.090694021309
26,9.16,6.23,192.46,0,899.215524580877
42,32.97,9.23,159.44,0,901.491086896674
31,1.26,11.75,148.09,0,900.436301865106
29,11.91,21.15,149.42,0,898.846179190539
50,19.19,13.22,178.31,0,902.654406761624
36,46.63,8.9,131.54,0,901.288844955585
35,54.58,21.59,153.15,0,899.163828900233
21,61.9,12.84,185.11,0,898.695661859504
35,23.11,16.76,171.19,0,899.053367111431
40,94.05,19.59,169.17,1,902.630922927586
37,78.19,16.05,164.02,0,900.461455193869
40,47.22,20.46,145.67,0,899.126178381611
45,90.77,10.05,157.76,0,902.507398199485
41,66.53,9.13,143.12,0,900.631000014297
32,28.09,11.07,176.24,0,899.180106580556
39,46.68,15.16,168.05,0,901.092013049803
34,59.66,11.63,150.6,0,900.672367496234
32,98.45,16.91,183.09,0,899.138475947327
21,88.41,16.1,189.82,0,897.729453107638
31,90.95,17.39,180.42,0,899.296163286896
37,86.87,21.33,179.58,1,900.585167630929
46,40.82,6.94,150.11,0,900.84501021641
38,26.54,18.84,181.43,0,899.164327506116
38,44.93,12.67,135.9,0,900.219026869326
30,24.46,9.99,180.44,0,900.167033469004
36,49.13,5.33,188.42,0,901.072812609324
25,28.54,9.76,167.71,0,899.243168674792
37,54.51,12.5,158.15,0,900.558520532915
38,43.63,4.64,149.26,0,900.986125968253
36,28.6,12.2,133.62,0,900.707325581481
39,46.45,16.55,155.51,0,901.485883262409
37,53.22,7.55,156.8,0,900.488796250208
39,77.49,13.98,183.87,0,900.014942195998
44,24.33,7.32,138.28,0,900.448639921187
41,8.41,13.74,157.76,0,901.367221878452
35,13.65,18.47,151.53,1,900.30001041686
29,68.84,24.75,153.24,0,898.641142414575
37,78.94,18.7,173.21,0,899.172527154083
33,47.89,9.29,160.76,1,904.276389810798
42,74.43,10.62,162,0,900.748447895326
27,10.34,19.1,169.2,0,898.497121630392
33,28.5,9.91,128.64,0,899.765292034107
37,23.56,9.22,157.84,0,900.95844773615
34,89.85,21.79,162.35,0,899.592195432912
32,24.16,12.87,154.26,0,898.84697425049
33,42.37,23.21,176.1,1,900.955989209484
38,72.45,13.66,131.19,0,900.640144777954
39,38.83,9.93,103.84,0,900.907641064727
38,84.06,10.63,135.86,0,900.368846078513
46,17.01,20.95,169.39,0,899.857402507124
41,44.02,16.7,195.18,0,900.026357371526
36,49.03,17.21,191.27,0,898.861274742859
32,42.15,13.94,131.64,0,899.121013454643
50,44.55,14.91,143.19,0,901.938741666117
38,94.36,11.56,181.62,0,900.77776165596
32,52.69,19.66,159.89,0,897.768326565341
36,81.95,12.37,169.08,0,902.079468882512
33,67.19,16.93,174.57,0,898.583983109881
34,60.52,21.3,181.45,0,899.558605923831
30,81.77,13.77,192.78,0,898.88273460725
36,73.17,5.37,162.64,0,902.288993458221
37,62.83,10.95,160.58,0,900.224710413906
30,97.64,16.97,119.99,1,901.002088352565
19,83.95,19.99,175.61,0,898.57999432527
34,56.12,15.04,157.28,0,899.188246202862
35,85.67,18.19,131.98,0,900.107325968586
38,56.07,18.71,162.42,0,899.034013542813
35,0.17,19.13,168.94,0,898.761931443288
37,91.73,17.74,133.55,0,898.852850627814
30,35.84,13.04,149.34,0,898.360245153175
39,68.81,19.12,162.84,0,898.903231437291
39,71.56,11.48,136.4,0,901.55619444351
36,1.03,15.74,160.56,0,899.144419844826
42,13.14,11.45,161.37,0,900.517736131405
37,89.67,16.39,191.49,0,899.980061251585
36,16.84,16.5,186.27,0,898.568713058844
36,48.92,13.47,145.08,0,900.325905900927
37,60.79,14.14,194.61,0,899.940350352306
40,49.23,16.17,173.75,1,901.677266925276
37,32.95,8.36,124.75,0,901.637632956259
38,43.2,19.1,139.75,0,901.016441582389
29,4.17,15.35,143.6,0,899.067875622318
33,74.51,16.74,156.83,0,900.189255735489
42,81.75,13.15,149.03,0,901.537096790891
29,17.28,4.89,135.66,1,902.274344404766
36,20.02,17.74,134.97,0,899.559796800555
37,24.71,12.7,186.46,0,899.401633104884
40,65.04,17.09,163.46,1,902.73533521771
33,79.13,8.24,162.83,0,900.20648639392
36,66,20.72,159.03,0,898.911475304468
26,83.29,12.16,175.19,0,899.743470699853
37,93.59,13.71,170.74,0,901.119884436808
32,25.91,11.34,167.04,0,898.963066197471
34,57.79,11.51,208.92,0,899.265160320783
29,88.05,8.27,150.49,0,901.291889305679
37,74.72,14.63,176.82,0,901.766355802126
38,25.74,16.36,185.85,0,899.311808071621
33,87.3,13.07,165.29,0,901.895858845837
44,74.37,11.99,133.99,0,901.069994062032
38,34.22,16.06,151.63,0,899.680152149197
40,45.46,10.4,170.66,0,901.94040703484
45,4.89,11.05,149.21,0,900.908762772211
32,75.24,8.17,164.09,0,900.71410029057
39,55.68,16.96,149.48,0,899.805766757136
40,65.02,10.66,170.96,0,901.264057443018
35,90.76,19.06,187.09,0,899.915362623814
37,95.87,13.17,145.87,0,900.61914814472
30,7.98,14.01,136.66,0,899.439082838205
37,53.07,10.41,146.84,0,900.378160225078
31,84.43,15.41,157.77,1,902.063474393637
39,99.87,14.04,145.55,0,901.127392892802
31,47.6,5.04,134.29,0,901.178219573487
37,61.96,17.01,194.93,0,899.547631917368
31,53.96,12.1,149.22,0,899.43202133979
34,40.23,22.13,178.97,0,898.986482995823
27,36.35,5.84,141,0,900.723537146042
36,53.04,15.47,151.66,0,900.249861357433
40,85.01,21.74,168.26,0,900.104896883848
36,99.88,16.56,156.55,0,899.58459804533
26,92.28,20.39,176,0,897.991552295013
32,21,9.17,170.07,0,899.651980248567
43,94.19,17.16,162.39,1,900.980181575388
44,9.65,14.91,154.85,0,900.829550470897
29,16.67,14.57,133.27,0,899.210795644166
33,96.42,19.47,144,0,898.937859397769
37,77.62,11.99,136.53,0,900.608671051701
37,49.45,12.21,156.63,0,900.700555448946
32,35.34,11.24,160.18,0,899.635571824755
30,15.74,7.27,172.9,0,900.751860902548
34,16.27,14.37,148.33,0,898.24416106676
40,58.39,13.81,142.91,0,901.362275280209
35,65.17,17.61,160.59,0,898.404313447913
32,99.08,12.93,154.3,0,899.741676623409
32,49.28,9.43,158.97,0,900.628980665688
43,37.9,13.36,210.73,0,901.651514886002
33,78.57,16.25,181.35,0,899.552754283204
39,22.17,15.37,146.3,0,899.447837391186
42,96.35,19.27,177.14,0,901.345325617615
37,31.32,22.74,145.63,1,901.251777650439
33,85.01,22.38,125.8,0,897.232994087368
35,21.47,11.84,185.66,0,899.623206771243
33,24.33,13.6,162.89,0,899.884407416522
41,32.12,12.18,161.13,0,899.578233210759
34,55.55,13,145.81,0,899.175649005031
43,61.94,16.26,184.85,1,902.629783235653
32,92.12,11.6,163.85,0,899.906533591319
32,69.11,8.19,185.95,1,903.520571676671
36,87.99,12.81,167,0,900.462629160607
35,53.63,21.18,171.29,0,897.412064025383
32,5.65,23,142.68,0,897.948563580757
27,24.69,11.98,164.86,0,899.488422298547
35,82.8,18.13,138.78,0,899.904244369001
31,99.7,13.35,111.57,0,899.567051384002
40,36.67,13.39,178.83,0,900.990372805976
30,38.54,10.63,188.66,0,900.40964639004
41,26.59,6.22,168.37,0,901.791865480256
32,48.14,18,165.36,0,899.254357458107
36,13.54,5.26,167.68,0,901.562578746165
39,98.53,12.26,123.46,1,904.836479645583
32,37.76,21.67,140.41,0,897.248864062321
38,94.72,14.53,146.85,0,899.907755132998
35,75.45,14.96,156.34,0,900.302373461557
29,11.01,18.24,167.29,0,899.663531158586
34,92.44,18.95,184.7,0,900.217438559238
43,95.52,17.14,191.44,0,900.364103236564
34,55.52,16.08,160.74,0,900.399164064826
31,26.65,21.3,172.97,0,897.816186609246
35,47.09,22.37,154.58,1,900.933016615923
37,8.63,15.14,163.17,0,900.991913479668
40,41.98,12.96,177.91,0,900.213222568638
41,23.38,14.06,169.45,0,901.247178405517
36,82.99,15.75,150.19,0,900.407996354767
41,95.25,10.61,173.11,0,902.703808623709
31,13.98,17.21,176.99,0,898.758015929192
23,41.44,7.59,147.27,0,899.572849599211
33,59.87,24.47,170.27,0,897.322405343413
32,49.36,14.86,179.13,0,899.913305597211
23,84.65,13.71,176.19,0,899.394511663324
38,15.8,16.74,156.47,0,899.081322629835
31,85.58,11.95,176.53,0,899.813319763087
34,42.25,13.28,186.81,0,898.742069648248
27,66.17,14.12,140.08,0,898.737768376409
38,6.82,19.61,116.45,0,899.782055264179
44,12.25,17.49,178.25,1,900.304961060041
31,47.71,14.9,144.3,0,898.641355664017
34,20.58,13.15,145.37,0,898.8947032692
45,69.82,12.83,175.56,0,901.951163656871
40,23.56,17.15,131.72,0,899.769246266402
45,97.82,16.24,165.95,0,900.735326231251
35,7.45,8.79,207.2,0,899.116809130713
34,11.21,13.06,138.86,0,900.042779593402
32,51.6,20.4,151.42,0,899.409410324306
42,98.74,20.34,169.51,0,900.893769943858
29,88.93,18.01,163.38,0,899.023746982758
37,6.67,14.63,137.64,0,899.437222002404
35,0.72,15.94,164.24,0,899.242656069492
46,8.7,9.64,153.02,1,903.738623988344
32,77.59,12.97,140.07,0,900.077662091837
27,22.52,10.31,180.86,0,899.62159596418
36,41.97,12.47,194.13,0,900.967982344625
35,66.86,20.48,129.58,0,899.113766055107
31,22.09,8.72,182.94,0,899.02664265191
36,2.6,15.51,164.69,0,899.400829937168
34,77.94,14.45,170.86,0,900.160339199792
32,28.44,7.23,152.3,0,901.441640119583
38,74.16,15.41,170.28,0,899.581857403329
33,98.35,21.79,166.16,0,899.80201493862
26,53.83,18.7,196.78,0,898.397920755836
22,42.75,19.64,191.87,0,897.975436740395
32,17.89,12.93,152.84,0,899.274834050936
42,5.93,18.78,137.74,0,899.68489339397
39,24.04,7.76,169.92,0,900.999745627449
41,63.56,13.13,132.51,0,900.150688298619
40,5.29,14.54,171.12,0,898.619879023861
37,17.76,16.58,150.39,0,899.279979783076
27,97,17.61,184.46,1,900.563629170356
36,5.89,11.7,179.69,1,902.717592622607
43,43.82,11.59,191.66,1,903.79113038478
18,87.12,12.25,149.5,0,898.718669170593
31,22.53,11.19,200.33,0,899.70146541156
41,79.4,13.38,145.32,0,900.062563054767
38,1.53,18.38,135.39,0,898.739159770408
39,89.72,16.32,162.37,0,901.394942928926
37,33.38,11.8,169.44,0,899.773064777294
38,63.87,10.54,185.23,0,900.526086169958
35,29.15,13.48,170.1,0,899.533069096352
30,7.33,12.96,144.47,0,898.278843554103
29,8.04,20.07,178.02,0,897.705831684266
35,56.21,9.14,142.28,1,903.198263786335
33,99.14,17.11,183.07,0,900.614714293348
31,28,17.31,167.65,0,899.084633363519
37,80.87,10.75,166.06,0,900.645883845065
36,95.3,12.96,142.67,0,900.326470641937
42,6.23,22.76,147.02,0,898.739548842006
29,82.75,8.52,181.71,0,900.526258434955
32,87.16,15.58,168.52,0,900.565461856538
35,91.89,19.24,149.96,0,900.307476255675
28,85.2,11.37,164.8,0,898.964185794678
34,76.01,8.41,189.69,0,901.368405879097
31,72.23,15.99,151.83,0,899.628800702462
24,25.13,16.11,125.99,1,901.24647264534
34,65.51,11.88,172.39,0,900.47536315126
32,17.11,9.62,161.06,0,900.093143931884
41,55.76,20.46,145.55,0,900.114494100448
32,95.55,7.36,146.28,0,900.590682430497
38,73.21,11.03,162.04,0,900.292383967956
36,98.3,4.88,159.04,0,902.109660772243
29,15.09,15.89,161.72,0,899.355262978611
37,50.08,8.66,155.59,0,900.775862374865
34,25.81,12.13,171.63,0,899.662499708586
36,52.02,10.03,141.28,0,900.826163635612
38,15.82,15.57,143.85,1,900.817597247695
36,89.94,14.67,196.51,0,900.943091770851
43,43.41,7.83,181.89,0,900.866556702933
36,55.54,15.28,150.48,1,901.41267370044
29,55.83,10.63,136.08,0,899.901834604474
39,94.59,17.17,102.08,0,899.697617312978
29,72.64,17.01,178.66,0,898.970871200863
25,17.18,13.83,163.62,0,899.401643001444
31,70.16,10.05,167.52,0,899.560337007467
31,10.28,11.65,163.47,0,899.21951279131
32,92.59,8.94,158.43,0,902.195472746769
43,94,18.17,181.73,0,901.454924852526
43,72.48,20.72,168.84,1,901.648508466469
39,41.51,14.25,174.95,0,900.037336464984
29,89.55,15.68,160.04,0,899.387066916883
35,32.32,12.96,175.29,0,899.294507662635
37,86.38,15.09,166.84,0,899.736540262074
34,58.33,15.31,164.1,0,900.400692766282
36,27.81,20.63,167.21,0,898.793339523313
30,64.14,15.24,176.17,0,898.502994720029
29,77.38,7.17,137.14,1,902.156430738358
42,16.19,8.07,121.78,0,900.704273670517
36,67.49,9.14,171.82,0,900.760538864082
33,89.89,13.5,153.52,0,900.427462403156
37,54.74,13.45,124.35,0,899.798039463815
45,40.23,19.94,171.11,0,901.397734740039
37,18.32,5.87,147.03,0,900.778713148763
42,88.46,8.78,175.31,1,903.654846898916
42,72.17,5.49,167.44,1,904.641865917193
33,81.42,16.56,175.79,0,900.49930068636
39,52.54,11.77,123.01,1,902.59849947627
32,48.82,9.9,136.23,0,900.516586312882
28,36.14,9.03,179.71,0,900.698588941179
29,27.52,15.49,155.71,0,900.226013291216
34,82.19,16.79,199.33,0,900.271446158618
44,73,7.67,156.42,0,902.083404118094
36,83.95,19.12,118.52,0,900.171278545956
31,68.24,16.33,174.08,0,900.509344189731
36,80.88,15.17,144.14,0,900.291143831375
38,15.66,15.32,194.3,0,900.231728139755
29,0.45,16.16,196.9,0,899.872494262595
30,69.96,18.86,187.97,0,899.565024412492
25,18.48,11.35,165.64,0,898.91711588009
29,43.2,14.23,146.17,0,899.578898629257
31,82.57,8.57,160.48,0,900.733264515892
34,68.2,15.48,148.78,0,901.411392907142
42,22.8,6.88,145.82,0,900.622904624994
39,62.99,15.06,133.89,0,900.626817296314
36,65.86,18.87,163.81,0,899.768463543383
32,90.51,11.08,179.04,0,899.206142059203
35,57.26,24.57,165.31,0,898.749471900673
38,67.47,10.13,146.13,0,901.289366804009
32,86.59,6.95,167.54,0,901.054057037198
40,98.36,16.29,174.53,0,900.484834324659
40,23.87,10.39,165.18,0,900.121720172217
29,66.71,21.34,176.12,0,898.006686295974
31,47.7,19.4,129.48,0,899.392613452489
41,43.59,18,158.82,0,899.861524496773
27,63.49,15.8,147.24,0,900.433804130273
37,37.54,15.91,171.04,0,898.590729529801
36,89.84,17.14,188.07,0,899.694767567293
51,15.14,15.5,170.24,0,900.43660312939
21,42.96,8.72,173.21,0,899.626776149684
31,36.86,12.96,149.62,0,900.503841830686
38,61.42,17.92,174.43,0,900.725252735103
43,83.11,7.65,154.44,0,904.274554119266
39,8.97,14.46,149.51,0,900.47524110813
28,35.3,14.16,161.25,0,900.091456290624
46,73.66,11.44,150.99,0,901.891820645354
26,6.31,19.81,202.32,0,899.296735008707
29,58.19,11.67,168.63,0,897.854984475259
35,69.58,12.85,145.54,0,901.065138669584
46,73.87,18.28,153.14,0,901.237566850131
38,31.07,9.88,189.91,0,900.560288082524
39,34.07,12.86,139.81,0,899.441178714762
44,17.26,13.66,135.93,0,901.166932373317
40,95.4,18.47,167.91,0,898.921257701835
29,47.65,21.6,181.18,0,899.272736338458
39,44.44,22.29,120.42,0,899.273342705832
34,1.5,12.86,163.82,0,900.105666754988
44,54.82,18.65,204.33,0,900.754913517891
34,29.61,11.31,166.97,1,902.660943313512
27,45.79,8.51,177.63,0,898.904151791468
37,15.1,16.96,160.76,0,900.380045120864
37,80.13,17.67,146.99,1,901.369815611242
35,77.78,15.09,137.98,0,900.986927762915
30,22.11,10.19,146.7,0,899.801466226862
31,1.98,15.48,132.71,0,899.13346554491
35,57.98,8,159.61,1,902.281830753268
40,1.07,5.42,141.78,0,900.789291278766
33,71.72,11.49,166.6,0,900.548311674153
31,44.1,11.94,147.59,0,900.203613433534
21,10.65,9.26,147.62,0,899.830894904711
37,93.54,11.88,176.22,0,900.123560776559
37,59.01,16.66,173.8,0,899.309944807783
42,29.83,17.93,205.37,0,899.38767632943
42,27.63,21.86,161.14,0,898.419931295119
34,23.3,14.21,123.99,0,899.800999047328
41,92.35,16.26,140.56,0,899.99766119083
35,57.21,13.22,172.81,0,900.514790224312
32,75.96,25.16,157.41,0,897.698311643834
31,14.76,17.17,179.03,0,899.39880020909
33,4.23,19.58,179.67,0,898.86633853352
36,33.95,19.21,203.4,0,899.857647716437
35,82.1,18.29,165.7,0,899.371562419199
36,91.53,18.7,158.46,0,900.162092339321
36,58.62,19.3,149.84,0,899.643853861941
39,54.44,10.55,162.17,0,900.9243025078
34,28.73,12.66,168.44,0,899.650100853221
43,65.59,14.59,190.84,0,901.036385319867
37,36.11,9.72,171.5,0,900.943430548895
29,10.14,7.42,133.18,0,899.750585085274
34,10.17,14.71,136.08,0,900.487458797746
38,48.75,10.03,128.77,1,902.638556662806
33,65.03,14.45,181.26,0,900.305798948015
37,55.39,14.84,131.83,0,900.112227014192
37,5.07,13.76,148.47,0,900.388487665446
42,25.92,17.6,135.87,1,901.365908871731
32,44.42,9.54,184.08,0,900.468074870559
35,46.83,14.48,190.69,0,899.99060681086
32,67.55,18,175.37,0,899.548647131419
29,33.41,13.16,141.21,1,901.929518137156
26,53.32,10.43,154.02,0,899.129187503967
36,28.81,12.87,164.97,0,899.627216648904
38,80.49,21.92,163.87,0,899.915453474421
38,12.03,21.69,136.64,0,899.173695597086
28,52.02,23.39,155.35,1,900.093628489506
29,48.08,21.42,185.49,0,897.344125467077
29,98.95,6.15,138.97,0,900.858235975551
32,88.84,14.33,175.7,0,898.878646195832
36,19.5,13.11,152.44,0,898.973905241669
38,12.5,6.69,164.35,1,902.620779531793
31,93.81,20.21,171.96,0,898.642381427865
21,38,22.2,162.72,0,898.867289263447
40,5.32,15.32,190.92,0,898.987650477086
38,27.84,14.85,130.96,0,899.085564286407
31,14.07,13.39,165.58,0,899.963533925395
30,78.31,11.53,174.12,1,901.165055004472
34,18.37,7.1,159.68,0,900.261159768781
36,88.77,12.98,146.66,0,899.575428592908
39,6.41,8.77,198.32,0,900.40103924137
42,88.96,14.95,179.14,0,901.796302078569
31,93.12,17.54,181.17,0,899.027149291137
36,42.35,12.55,137.02,0,900.16054396787
42,84.94,21.34,150.68,0,901.629473670123
30,1.89,22.22,120.2,0,897.647517290846
34,91.49,20.16,166.72,0,898.706736556946
26,36.74,6.39,125.06,0,899.558009996637
36,27.13,14.38,121.58,0,899.658330695109
32,31.02,14.79,171.2,0,898.289053306172
30,53.41,17.37,128.62,0,899.152286204851
31,45.64,6.73,151.14,0,901.570722482731
37,86.83,12.63,167.35,0,899.8135739772
24,93.35,15.76,158.03,0,899.309644746007
33,85.55,14.93,174.51,0,900.215751949342
30,54.04,20.61,143.15,0,898.496475050031
30,71.23,19.25,151.39,0,899.846217153342
37,16.79,19.27,133.94,0,899.353805822909
37,56.28,21.09,132,0,900.014697641836
34,63.02,14.1,159.25,0,900.091134572618
38,12.22,15.01,151.81,0,899.792310862321
32,25.27,9.06,172.04,0,899.850611315127
25,62.16,16.59,138.87,0,899.456643748733
41,50.68,14.96,149.02,0,899.284794187169
34,42.92,19.86,205.48,0,898.485643824195
33,74.14,20.18,166.66,0,899.361111020775
36,25.64,7.58,169.29,0,901.258006260722
39,2.68,15.69,139.89,0,899.482744062678
37,94.25,11.63,199.95,0,900.17630264681
40,94.17,13.17,181.4,0,900.735576380942
35,24.15,13.17,188.52,0,900.111643124566
32,92.12,8.4,175.98,0,901.158563841975
33,59.59,18.7,157.96,0,899.993213943204
39,38.66,16.43,148.55,0,899.410683306572
31,69.71,5.25,143.08,0,899.639020040861
30,76.96,12.15,168,0,900.187533501028
37,85.34,12.96,147.35,0,900.529176404507
38,84.43,10.7,164.06,0,901.452517402902
27,64.33,13.12,162.63,1,900.235700004648
39,95.62,19.17,168.97,0,900.673540211239
35,97.58,16.93,155.19,0,900.833311625192
34,81.43,10.04,164.01,0,900.620731268328
41,67.19,12.94,143.62,0,900.224448793307
42,60.93,13.52,141.51,0,901.682790778004
