"height","weight","diet","age"
188.377409096372,90.995451278547,"meat",48
166.56783465966,94.1662268412324,"meat",44
177.323071094194,82.9791298399275,"meat",-17
165.618086753794,78.1270771976592,"meat",-5
157.005781415671,71.0020336989646,"meat",59
184.925579810165,107.101884450935,"meat",27
186.510070155306,82.9511712606837,"meat",47
189.598130048359,103.480407481492,"meat",61
147.150096659355,73.8155337476642,"meat",42
175.853240531618,94.151823810058,"meat",31
190.088868823534,98.7412659168339,"meat",40
179.693006596034,86.1374696795619,"meat",77
164.420220677336,91.7078938466814,"meat",76
162.26632076316,76.6516552785554,"meat",84
208.41227725143,125.206484591227,"meat",75
184.625953347991,104.543062658137,"meat",13
193.937034708616,128.32267544275,"meat",8
162.818064510952,100.357234418085,"meat",46
173.625101592447,73.2822969050999,"meat",41
158.40822642716,58.7973452548234,"meat",15
159.15934596643,82.7951345562349,"meat",5
181.439015694572,92.0275807144118,"meat",70
176.864656634645,117.06772626103,"meat",78
170.255094865814,100.22219720378,"meat",50
172.620216999926,58.8557868812427,"meat",48
180.3675400283,105.097814789596,"meat",43
164.616662931129,50.8374136113526,"meat",35
181.519978192669,75.4356506429458,"meat",17
170.385005272403,84.2479586996106,"meat",41
149.452037360135,52.6204241550039,"meat",24
187.110512287447,107.622133335186,"meat",49
157.272684053654,84.4223536962296,"meat",59
168.43135610599,85.0499600013779,"meat",39
198.146883751972,113.533104301036,"meat",75
182.289399587757,102.921748885775,"meat",79
177.548307836517,85.2727956187351,"meat",70
182.144929387418,99.5853272681141,"meat",17
188.953183148603,91.8489326198974,"meat",14
197.318387012829,121.562128505275,"meat",47
177.766646763308,95.8608522527813,"meat",48
186.909050186855,96.200058084885,"meat",58
179.163683239309,96.9308095876309,"meat",16
175.114164077903,79.3882164883613,"meat",39
181.198586075958,88.5939725142971,"meat",52
197.691805188619,120.639777064096,"meat",12
159.948251824336,75.5805318035745,"meat",49
178.144660260252,91.3041315240035,"meat",83
191.095139557991,117.312145999373,"meat",15
164.534541774154,90.4243617963268,"meat",72
163.610097551473,68.173887522825,"meat",66
164.58330673872,72.6527280637174,"meat",66
166.04933883503,85.071452464205,"meat",74
173.729121184992,67.1820528987656,"meat",45
167.468583770294,87.741682080861,"meat",49
173.761874287074,79.2513046254975,"meat",25
181.37055578114,80.640632253458,"meat",55
193.809558032644,88.8287527690728,"meat",70
188.536250267837,98.4208870377854,"meat",49
205.608953175738,116.463766912023,"meat",69
183.154556827416,82.6451194459923,"meat",70
158.381197051411,92.1186308537648,"meat",19
203.25989152966,112.243026190815,"meat",52
189.316898431258,128.054730695647,"meat",35
171.374771276945,93.6245593905333,"meat",42
177.499352242029,79.0431518585867,"meat",42
156.200088933964,51.6410084698068,"meat",23
196.337959514826,115.189107458473,"meat",64
162.742851676886,74.7790278836219,"meat",27
163.186665423718,66.4905695578022,"meat",55
207.89149793865,153.080089648506,"meat",9
180.274678301559,93.0473357265869,"meat",38
191.181935013533,78.2831808940229,"meat",41
140.519596174969,36.6801973417006,"meat",32
187.920284424248,78.599477588278,"meat",41
180.387049028375,113.667716854669,"meat",66
186.070394572816,94.1784667154831,"meat",57
195.315050558041,101.936404285253,"meat",29
205.107961890773,125.330650671973,"meat",41
185.580510390074,115.597750260418,"meat",43
183.159844564659,70.3518520187432,"meat",37
182.129869943111,104.913435463572,"meat",42
179.900588598509,81.1914759818442,"meat",39
168.129538807632,79.5528081485217,"meat",88
132.980062346686,38.256293037357,"meat",51
160.451685354232,77.6452400408765,"meat",56
169.758557397466,107.118216392935,"meat",33
201.955856074499,132.579282892767,"meat",50
186.832849336829,96.0950733403255,"meat",51
166.473194957209,113.006065018404,"meat",53
164.875681133274,69.7733373404461,"meat",49
170.901585047504,97.2749754118223,"meat",85
141.069625708344,54.5782337219957,"meat",6
177.764995870115,101.708317016131,"meat",56
173.046816915734,110.761815013945,"meat",56
178.994484278455,92.5181321783526,"meat",31
193.478746726852,97.251257550986,"meat",46
181.783824570609,94.1822276888928,"meat",27
189.000152800483,101.905122733219,"meat",30
196.233382668898,127.301620250622,"meat",1
196.497891742433,106.734675634031,"meat",70
170.198455904518,94.1132840836474,"meat",34
169.562964363046,62.4998247027156,"meat",57
166.922521588111,107.060705175847,"meat",40
158.720591720584,89.6749769964747,"meat",85
197.693989200567,116.581666243616,"meat",50
153.210144196506,59.6432425080082,"meat",89
172.50724954144,80.05051809531,"meat",48
189.6944230453,91.9897704179771,"meat",74
193.4596225552,73.455814124031,"meat",47
167.379174054592,78.1516712775763,"meat",52
171.335806323428,83.932399477491,"meat",40
170.516022010924,110.571305089394,"meat",47
201.846266384872,97.1032819027991,"meat",59
188.589779990415,99.3788820143936,"meat",55
197.554475406191,138.458622292702,"meat",12
187.499966607928,114.440692518086,"meat",69
177.77460887941,96.1855561652628,"meat",30
171.25745409445,74.0686546760584,"meat",64
211.086437804935,147.469521810189,"meat",43
185.54159102105,101.891457967614,"meat",46
165.307155829085,77.3498690092439,"meat",55
181.837262495418,90.6502654318651,"meat",27
161.700918955963,89.8062421962692,"meat",44
163.328140678971,90.1091682586707,"meat",31
152.712639809396,78.786910667755,"meat",59
179.322744901276,90.381482956581,"meat",52
181.44860190062,94.6145924360711,"meat",17
163.797447722932,67.3742544657423,"meat",39
122.783214214101,34.514165559608,"meat",33
174.013841726062,83.5391771878115,"meat",32
174.631515467728,91.0700444912086,"meat",45
179.736088305442,103.439771063164,"meat",9
170.559603240751,94.6118198731205,"meat",83
182.382094798427,96.6242062675891,"meat",55
142.853447210113,80.7719268751151,"meat",6
191.282024378006,99.0073610927563,"meat",27
195.20982236176,96.6042546690468,"meat",52
177.919290311989,95.082038329057,"meat",-1
178.937080191759,125.281891935549,"meat",35
179.808971654118,98.090208543396,"meat",45
177.565951211138,95.6726581052665,"meat",70
171.833369192263,99.5971460446209,"meat",79
181.391300526234,97.9419399029946,"meat",71
187.869599812951,111.027916176092,"meat",75
171.558326684849,104.923439361996,"meat",35
182.829537660757,103.302437558461,"meat",68
166.122261199607,64.1813063589573,"meat",46
167.194748980343,84.8560681511819,"meat",81
202.411427390755,112.975230851248,"meat",52
170.410540768656,58.8778679622764,"meat",59
179.267860230791,94.3622176647547,"meat",53
188.665878686401,92.2005269960127,"meat",61
183.121837598732,111.838145243354,"meat",53
171.63020774783,82.502931178653,"meat",36
182.923341037496,89.147940069878,"meat",47
139.822073095408,64.2069172545834,"meat",104
180.207893601761,95.9845438913078,"meat",23
155.501856426442,84.3826142272768,"meat",55
172.793895856348,84.8056986002751,"meat",53
162.215580215969,65.3504674829129,"meat",65
177.096976602263,99.3526740674954,"meat",-1
175.6918548478,108.155316164517,"meat",20
150.317168591222,97.9478179930778,"meat",48
206.46371504375,119.993975133704,"meat",26
185.050669020968,102.02725801443,"meat",36
178.960220047427,113.853719234262,"meat",59
198.796332161902,131.372489482239,"meat",44
168.044237773735,76.4525613471946,"meat",29
195.417551858121,98.9718060213394,"meat",39
189.854713208199,107.650554892781,"meat",80
176.337728287207,88.9358401861187,"meat",77
179.739931880807,95.7506928381788,"meat",36
149.589839327277,78.6814592522884,"meat",76
184.604089639115,96.7283385684062,"meat",57
178.05452330519,68.3866151810153,"meat",63
181.680227208901,108.271440817708,"meat",26
165.399413667928,73.7383623948907,"meat",14
180.684621956172,95.1305383876856,"meat",72
159.21274304395,76.88274690817,"meat",30
194.129554278731,70.3831717596327,"meat",32
159.230723654183,57.1438589267987,"meat",49
177.832671490385,91.6985196708722,"meat",12
183.059173022553,112.149154063355,"meat",57
179.364287125651,92.2083000486389,"meat",72
159.943728272559,50.7094170676405,"meat",43
164.143277505998,79.9072520064164,"meat",10
196.197332870574,122.119209735876,"meat",33
197.480633679641,125.558024553837,"meat",34
150.981500449807,73.1953420559105,"meat",66
174.432610909886,80.1367947312063,"meat",66
189.141034783396,90.4488647865483,"meat",51
188.933081525137,89.624827142565,"meat",37
175.379031207897,73.5499953086116,"meat",42
173.357013574217,64.4716990386569,"meat",58
173.064734666553,86.2790091713191,"meat",61
174.124390734733,118.786148133482,"meat",80
176.06790278753,89.9479202526817,"meat",21
160.671699403218,81.4258286909557,"meat",53
176.956735996617,74.6091039184487,"meat",50
197.509880486202,120.080913743598,"meat",11
164.896072720689,84.2530433309569,"meat",41
187.560337536333,102.940808618469,"meat",34
187.946706226536,122.47172853724,"meat",22
175.394746684544,102.127721971811,"meat",50
174.417726447815,78.6101315173886,"meat",-3
180.406167318573,85.2787038333191,"meat",66
150.567366714656,92.5397909000832,"meat",75
192.302426764911,112.753321887391,"meat",70
173.02146667628,87.1422184468649,"meat",63
195.397820159788,119.690133302377,"meat",50
172.119562203687,76.2353073529003,"meat",48
173.7695628472,72.7472901866117,"meat",43
185.557349403986,86.9592307179354,"meat",30
168.300674255849,95.1417693365299,"meat",49
176.061796616378,75.2035712296963,"meat",60
149.495324179179,62.837107897245,"meat",19
164.59738883151,97.7747835596623,"meat",40
156.881811059103,82.0658945560749,"meat",38
190.019321622506,110.222797430894,"meat",51
166.857025118879,68.8215931627884,"meat",28
197.796765223698,106.263106983622,"meat",64
166.776184034421,77.3557589902243,"meat",35
180.554383047668,94.4653227292044,"meat",70
185.385391737918,108.175806651152,"meat",35
172.94681002139,76.8811077368491,"meat",69
177.32134365921,103.937063629461,"meat",38
168.387529599538,91.9513426764176,"meat",58
152.113772025122,73.5527136225119,"meat",51
154.260500449112,96.2834199960647,"meat",43
194.361157777308,122.330830822524,"meat",75
176.654922235157,82.9163602891873,"meat",49
165.051866658041,73.7926676629022,"meat",54
186.791617286759,80.6301436493437,"meat",42
178.258890999623,97.0477593772347,"meat",37
190.579590667547,106.294370699229,"meat",89
186.63115356406,114.194958291828,"meat",41
178.357816972818,90.568893152824,"meat",48
200.605158354557,105.454710989077,"meat",52
164.868002288253,75.4100464073535,"meat",48
155.1599709336,37.7479901064076,"meat",74
162.038922344646,85.4673172793792,"meat",22
182.383834236119,70.6703840758334,"meat",38
146.234492863596,44.4936352183454,"meat",22
178.737063726371,103.217605446746,"meat",31
176.554260773471,67.0741777765544,"meat",55
161.353821054202,92.7841083774503,"meat",62
161.333682307286,54.7855042742412,"meat",102
185.941746840272,97.99702087581,"meat",55
198.125103402634,127.40236049347,"meat",39
166.267799130905,71.298108157848,"meat",25
181.496021376525,82.5257197765273,"meat",53
196.978961115819,129.771953287627,"meat",64
191.058339279891,105.374511319554,"meat",36
195.774038006932,129.579483293855,"meat",50
178.804324647604,87.3176042855346,"meat",50
180.380544279167,82.16057873612,"meat",37
169.156765382873,79.6622521552451,"meat",61
188.509822227663,121.058914958466,"meat",16
156.566573489737,66.3774351607912,"meat",85
179.413391804124,95.6405577386181,"meat",46
189.344722141537,79.1432456713206,"meat",54
192.892188261692,140.962393367334,"meat",47
167.468786301261,78.0393512504651,"meat",18
162.173007273312,56.3992038864178,"meat",57
179.545830241189,93.4664982483232,"meat",43
172.484801627532,90.5694710968192,"meat",25
175.831083812046,66.0104563865255,"meat",53
171.202677136138,96.2262375996934,"meat",6
169.554982720751,85.9350241174988,"meat",76
157.024179167471,83.0271833581205,"meat",27
173.891778901227,104.726400413573,"meat",43
174.851459739337,80.8362025637738,"meat",82
155.108000319946,52.0131237253099,"meat",16
148.455604378893,33.6371610949254,"meat",79
170.290924736956,76.9246058764571,"meat",61
186.500303762543,122.946359891656,"meat",59
172.055301039209,115.370812339652,"meat",1
183.540178721666,118.241147245671,"meat",40
201.70224172376,99.6383892107535,"meat",17
172.765490233544,100.308482434797,"meat",31
147.624513776656,66.1603555600483,"meat",54
172.913501575209,97.1322506573333,"meat",27
202.146655676766,116.510382465246,"meat",67
123.058518104973,29.7807617953107,"meat",46
159.33237291585,78.6231030092835,"meat",13
184.127522614006,114.705146690451,"meat",62
184.74138131953,98.2727905339429,"meat",33
178.686406036436,109.588981855488,"meat",24
180.036008332285,99.4087555591347,"meat",69
182.465469484176,100.071810285047,"meat",51
163.78103593088,97.8882695320914,"meat",55
157.377638032122,76.1520927349902,"meat",51
181.23340868511,51.5813133763313,"meat",31
178.73807322684,88.5176458397893,"meat",45
180.978293366612,74.2456019075209,"meat",41
158.890437734116,75.6218272040597,"meat",32
183.776082887014,95.8077795984628,"meat",11
170.063891538709,97.5762172522383,"meat",55
190.273048037172,120.68523936533,"meat",32
160.374682814603,68.4283512922508,"meat",71
168.978549327124,79.5532662814172,"meat",65
176.805252248795,86.7033402365221,"meat",39
155.32305124918,63.8005285769755,"meat",51
179.831678640384,78.8274787380822,"meat",64
160.710538348248,79.7481631185344,"meat",39
150.34008262937,46.4596518352647,"meat",105
177.048387881078,80.7072675910437,"meat",56
170.617430772216,78.0058890216085,"meat",43
175.223759841511,121.494079418739,"meat",46
180.699341299417,69.329712250471,"meat",44
184.862517765051,98.9954396527088,"meat",71
176.020841984683,93.302858053452,"meat",70
163.181235600323,63.3355503850761,"meat",48
182.977637935016,95.1308471959173,"meat",42
170.699500911459,89.9041752055636,"meat",57
175.433616937807,94.3487809249769,"meat",33
188.650568602213,99.2775340906952,"meat",46
172.11614112798,95.1053837224851,"meat",41
194.055967497918,121.567107816278,"meat",17
171.224478541095,95.7442462664043,"meat",34
169.017472476494,58.9660644839159,"meat",23
190.453469994625,100.416842386596,"meat",64
160.714960322265,65.3695763816158,"meat",22
142.908323355317,57.8026545474438,"meat",43
168.618130611766,71.6342872540809,"meat",26
173.324464969215,70.319320198084,"meat",47
161.249051630513,82.2005818479929,"meat",36
192.141430645322,123.446732116091,"meat",92
205.485263216349,115.356297755821,"meat",38
168.65904712844,114.505922650256,"meat",60
147.083662984649,73.0346180046807,"meat",53
185.953162269142,83.3443399330873,"meat",59
164.760206363266,110.431084770296,"meat",65
186.497976303517,78.5077125678084,"meat",35
176.431030275894,93.8425701029678,"meat",22
171.576436924459,65.895717344583,"meat",58
161.294570762427,63.1756747484446,"meat",26
195.821746689819,115.435592942747,"meat",72
175.969560356565,96.8209392511292,"meat",23
178.360676122012,76.3536238355196,"meat",-6
200.342440223324,82.1893706396171,"meat",24
202.320498327947,129.388293236725,"meat",35
185.402828924794,93.1935175664728,"meat",83
191.576170930885,118.367605894482,"meat",61
199.136763375083,112.102258575057,"meat",76
163.673910087684,86.1789156912061,"meat",19
184.605314125778,104.893088796443,"meat",67
161.977312609736,80.4947423744799,"meat",33
163.636786780465,56.418509386924,"meat",62
161.131604127472,65.6848979815765,"meat",6
170.443954309153,88.8838268818327,"meat",65
198.849890263437,124.289295409594,"meat",39
163.66266384217,100.48537229485,"meat",41
179.709081618319,64.4385679021879,"meat",71
172.169215820039,98.3212120526195,"meat",52
183.886340193542,103.569159489692,"meat",47
151.050073445761,69.7936019228312,"meat",61
162.163072818393,69.1023359878955,"meat",27
170.989544339556,38.4474909937577,"meat",18
155.411059391017,67.6023959976947,"meat",67
165.236068168134,71.7244707311249,"meat",73
178.826654132039,79.2961336794126,"meat",55
198.212062603061,113.907075277972,"meat",45
186.027646207847,107.466640351523,"meat",73
159.708573063549,107.818042476179,"meat",48
166.252450177259,80.0062649811414,"meat",53
181.997102842851,84.2123461198545,"meat",47
167.455925696046,110.323360557885,"meat",60
171.866916268547,78.0118379017199,"meat",22
195.01641803265,106.233940336256,"meat",36
198.713917755076,104.840931573815,"meat",41
165.132550413743,63.9995984036527,"meat",13
150.527353265374,85.4550001721887,"meat",60
183.600598212094,117.968646543531,"meat",49
147.601632766524,61.1440913185974,"meat",31
179.285307984953,98.8649874524652,"meat",52
175.837959921926,95.9626255669434,"meat",48
211.674967711763,154.80668449159,"meat",31
138.158427266143,38.3252254339375,"meat",46
162.972652473608,74.5360828865041,"meat",30
176.371352143119,107.910361488754,"meat",56
197.854458875462,121.52508866842,"meat",17
183.867457859009,107.539545428129,"meat",48
163.47285648331,57.7926029343892,"meat",62
191.715033018862,141.399352544964,"meat",49
141.664694262022,63.1457624103235,"meat",29
174.555206086087,59.2116816277876,"meat",23
176.103332668036,88.0595993477632,"meat",13
199.469951634113,135.843958579075,"meat",54
177.823325239746,102.258435900968,"meat",49
178.578289112809,108.013325503334,"meat",46
200.693735455789,121.133423723801,"meat",59
145.700601187248,70.8698021330355,"veg",18
189.353551436904,83.8504735473046,"veg",56
160.587174145467,51.6225638406691,"veg",19
187.457298235688,94.4400731088374,"veg",39
186.439766720309,97.0058634968759,"veg",3
153.318759370639,46.2257487859288,"veg",13
183.585350901106,105.499081740289,"veg",31
181.780713919245,74.2098007556881,"veg",51
170.360707156782,69.2741835014074,"veg",50
185.017621676589,90.7717513244699,"veg",64
194.379607401171,107.845951102331,"veg",54
199.811061051307,112.170998421303,"veg",54
150.295542514122,67.9402122580276,"veg",26
163.459959801104,80.4692049798061,"veg",22
175.058446798796,89.0492477677881,"veg",33
186.705847652924,79.0399140017217,"veg",9
146.75810651859,91.3987494961607,"veg",43
137.63731353805,44.4968184937928,"veg",40
161.946350421151,85.9276366449015,"veg",35
174.275519149846,52.4770080201131,"veg",49
177.134972836541,84.5018232908373,"veg",16
158.309368936834,72.730924491264,"veg",7
170.507944327163,84.7100050691588,"veg",56
160.768988401416,73.7777427034808,"veg",25
165.206438039218,80.1245311095498,"veg",27
173.468528275324,75.4704179746942,"veg",36
194.046424048735,109.401647232472,"veg",30
191.340440450573,94.1153501625766,"veg",70
163.663921002321,86.0699020298352,"veg",66
174.106205716977,51.3492092891183,"veg",46
190.655511314755,103.819139170352,"veg",41
150.255065883561,61.3799532294873,"veg",33
161.351216300672,61.0746292123083,"veg",65
153.865726810964,77.4112941584988,"veg",50
156.011613918975,70.5036855657789,"veg",49
169.992975602256,63.1002340614845,"veg",15
192.051476171053,109.581998995,"veg",63
173.542777716624,83.0058232225331,"veg",33
163.707987423213,72.5348207100663,"veg",52
187.710129701809,95.2867601874773,"veg",46
182.28116119782,85.6654993208342,"veg",71
161.285562845158,60.0675110048772,"veg",72
160.770392702063,78.8195016689732,"veg",71
173.260492905686,101.066012648446,"veg",43
204.769373410032,119.62309767982,"veg",43
194.966962728568,115.869961501802,"veg",47
193.475313507346,96.0812564607947,"veg",55
180.647615490325,80.8699071924157,"veg",44
157.444773523332,48.5046261576016,"veg",18
175.679988581692,64.1350447993889,"veg",27
187.622431565388,70.5688637741524,"veg",23
175.4273570864,98.4058224572138,"veg",32
172.652939629146,88.2234749666071,"veg",71
182.131842516792,81.8740053311058,"veg",43
191.347106253256,125.444616580139,"veg",58
166.106593213,101.755438283186,"veg",43
190.945161204007,66.5345372036003,"veg",64
160.652627195741,82.5970660909667,"veg",9
166.809419559577,93.1226675241317,"veg",36
163.349300724534,70.0520227911213,"veg",43
196.648703887262,108.779000075169,"veg",53
179.744101140386,73.8068216155849,"veg",40
174.935444134007,70.2813714096838,"veg",41
168.631011348293,64.8640683911253,"veg",68
203.218587665979,92.3256792592872,"veg",57
163.493466149039,56.9988875698186,"veg",38
161.388096320993,80.9834111946214,"veg",44
184.819289070832,87.1819118031107,"veg",59
161.596836542833,90.9101650602906,"veg",13
178.616639587313,89.5931021184224,"veg",62
157.182462951498,60.1190770308971,"veg",72
165.808900654789,79.1160459452638,"veg",33
160.237126601553,47.2487218429499,"veg",46
170.082592777927,64.7586548460184,"veg",14
193.05019775879,105.035428714056,"veg",43
164.659035979746,98.9551765296447,"veg",50
172.827234323766,88.8304519302233,"veg",30
163.690188416797,66.4651155933352,"veg",43
176.388100350896,68.5234744830894,"veg",26
162.569643651536,64.9012260048019,"veg",43
172.678827517987,88.0423271951522,"veg",40
187.629001630294,97.9496842633937,"veg",55
185.668480186825,86.2437363191268,"veg",60
174.298970555514,68.2182838372687,"veg",78
183.812434878834,94.5635528939148,"veg",62
177.374953639838,94.2503923598905,"veg",37
178.428637232311,106.263841855359,"veg",41
179.564708109104,69.6508024895757,"veg",80
165.941546766134,58.101086479757,"veg",21
189.611128968909,72.8973618961649,"veg",43
178.05857002568,91.4170741434405,"veg",93
189.603528545982,118.80743252699,"veg",37
172.152654480188,84.952661839849,"veg",21
171.078579031491,99.5408424292304,"veg",51
169.451366866456,86.3736741806153,"veg",20
207.300020278693,123.691564511216,"veg",17
181.148948579767,118.268115251044,"veg",41
168.604249010616,82.7759238595979,"veg",21
168.924250032788,85.4922973889748,"veg",36
181.791984611814,79.8663698773969,"veg",70
178.372469059937,85.9147017339425,"veg",84
177.089218745187,67.8249315837106,"veg",31
176.596694126649,86.1893764071154,"veg",36
155.561131816907,78.5274075809978,"veg",50
164.379657755404,61.464968720998,"veg",24
184.869134264562,100.887379255813,"veg",45
177.450176279214,101.705621375386,"veg",24
179.857552678432,65.8973980863845,"veg",29
201.91086008432,102.606400640155,"veg",43
179.633215932855,76.5337304609016,"veg",43
169.035743004788,81.0538329212564,"veg",61
162.089819707064,66.972185417085,"veg",37
165.122168142801,90.9051447052491,"veg",56
182.703854592542,76.03828714651,"veg",11
179.238471934378,84.0600380857157,"veg",50
196.859839549954,82.8596493065333,"veg",62
174.268459994918,110.807664227204,"veg",44
170.902325332211,96.8758625977033,"veg",42
192.709850249294,100.914170795537,"veg",37
190.672497970307,104.306686736762,"veg",48
138.26017998197,27.6493036147699,"veg",62
156.551422224982,87.1673325926971,"veg",64
182.051923012873,96.2160675327761,"veg",50
157.399661559609,65.4638419666883,"veg",35
157.250646832663,70.0033977001975,"veg",80
173.23700932533,93.8203707214795,"veg",65
182.128929415497,67.9190988627064,"veg",27
147.004001916013,55.3061756848092,"veg",49
193.765607615253,97.7887438953583,"veg",12
164.404607065409,68.5802221050926,"veg",12
194.768390335603,82.6111814827608,"veg",29
178.672306850535,94.0703416720904,"veg",46
202.319034293361,109.274031476097,"veg",34
194.248750218781,77.6572401901354,"veg",70
196.410095444486,89.3160885222702,"veg",87
200.60083307093,99.7877535605879,"veg",63
165.538522893175,79.9580441619216,"veg",70
151.278330410552,54.5771340927564,"veg",62
171.587090450507,91.2670917110483,"veg",67
196.171476935181,107.916453400597,"veg",94
155.478486775855,58.7391445067088,"veg",31
184.889039474284,106.674604672504,"veg",21
174.877407931115,83.4023649957288,"veg",97
184.772003567856,81.2636959318541,"veg",34
161.836782783845,84.0222441263265,"veg",19
175.569553181121,113.578034051989,"veg",24
177.868683192788,122.862070407386,"veg",60
188.401500055627,119.937085820344,"veg",34
163.966209491535,65.3378282288373,"veg",37
185.766828758447,99.0278137455124,"veg",39
172.493115443371,76.1648510974142,"veg",63
164.340270332911,64.641356210298,"veg",44
180.420596650344,92.2754464671606,"veg",63
189.901160666843,74.5645567372966,"veg",47
185.119250476628,100.365497883652,"veg",68
196.298770277981,120.859768193353,"veg",61
195.65375650433,100.184755874471,"veg",55
179.511866492548,62.5626471436032,"veg",59
179.561048641307,85.8587497241601,"veg",8
217.162932839658,96.3611767418754,"veg",43
177.308262733986,116.261415199541,"veg",37
149.274764318623,57.8896162463816,"veg",14
194.69170557712,98.3045454745908,"veg",49
170.494654230894,78.4935230003074,"veg",57
168.208252166385,72.0624024342692,"veg",56
173.541132425297,55.2176738586391,"veg",31
177.719515054546,74.4790166655877,"veg",52
176.467935283755,103.254505975257,"veg",53
202.367201071571,106.840161346841,"veg",82
182.554572091688,83.8430827316437,"veg",23
179.773984781384,79.7771013595509,"veg",59
162.979003448798,87.3630624822526,"veg",38
188.758633507785,102.465743417259,"veg",50
156.811156386834,66.9298060744493,"veg",22
172.304998336316,93.7793101873627,"veg",27
191.084316334473,102.809471585076,"veg",14
