X1,X2,y
0.646417285,-0.206612066,1
9.811166191,5.279403791,1
-0.880631654,0.460309883,0
-6.023973718,0.265382718,0
-0.603487934,1.801878043,1
8.711234785,2.340968416,1
2.317228611,12.34704623,1
-3.645256146,12.39351842,1
4.802616654,-8.599347604,0
1.626167414,16.72926845,1
8.707913204,3.894942046,1
0.931108879,-2.453430278,0
5.572550523,10.52870041,1
6.658995829,0.600370377,1
11.06076306,10.5201076,1
-0.106190317,-14.13320729,0
-6.14996451,-4.380521161,0
0.764956956,12.15611641,1
8.613915682,7.521693222,1
5.937583102,3.858673849,1
-8.703862092,-0.593505813,0
-2.318466382,19.69621189,1
-0.732551574,8.515462587,1
4.492951836,3.215828703,1
-5.169030514,-8.437811733,0
3.829655955,9.832360545,1
0.540966124,-1.53595959,0
-0.810201679,-1.285948125,0
-2.195608194,10.18007191,1
7.958813063,2.452264963,0
9.080419039,3.081190407,1
17.39469992,-3.826941555,1
-3.837224076,2.967847856,0
-1.569471074,6.016294598,1
-3.151013314,-7.325773785,0
3.880581369,4.389524765,1
4.852298265,0.349030285,1
-3.333968856,-3.204548414,0
5.099165404,6.063126322,1
23.18514267,9.94750775,1
-3.238703921,6.890956352,1
8.507879663,6.945645461,1
7.57715684,1.358009611,1
-0.19897808,-4.113499079,0
9.865710037,11.26665257,1
13.70857556,1.291778914,1
7.197992087,-1.267536291,1
7.971267944,3.951781042,1
-8.855109188,-4.096056334,0
10.11968733,2.521824142,1
3.405135696,-6.102367155,0
-1.039777583,3.257013527,0
1.11849987,10.40892135,1
12.64253558,16.8026105,1
2.346624323,6.941164122,1
7.648186661,4.3990686,1
-3.607328478,1.1821328,0
4.789776325,7.118900899,0
10.01602832,14.26015466,1
8.954298777,-4.764630044,1
4.184136043,0.216381287,1
-0.619431588,2.572067082,0
8.123458022,-1.866048338,1
8.176791946,5.82620726,1
6.696054273,0.043415409,1
11.74047297,6.831602241,1
7.7669846,-2.055896029,1
-2.421120259,10.25503357,1
-5.720005064,2.188192204,0
-2.093908759,1.005472891,1
4.988651103,-3.379722548,1
9.443338707,-0.722203611,1
16.00830576,8.386297133,1
8.740173059,2.390259902,1
9.770156567,2.753370087,1
-6.526387646,5.517208931,0
-6.123036201,-7.071233849,0
17.30704066,8.513972001,1
-8.603715063,4.868342259,0
-2.380348814,8.303224976,1
3.572348385,11.93172732,1
13.33267638,1.031934541,1
5.262013959,3.642114545,1
