artist,album,track_number,id,name_x,uri_x,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,explicit,mode,time_signature,genres,artist_pop,name_y,total_followers,uri_y
Beyoncé,The Lion King: The Gift [Deluxe Edition],11,15PJ40rcij5eTMSs71uRlq,OTHERSIDE,spotify:track:15PJ40rcij5eTMSs71uRlq,0.94,0.33,0.244,0.00466,0.0969,-9.508,0.0339,136.344,0.4,46,220232,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],12,0g3zIOFTdkwgJdR48usYgY,MY POWER,spotify:track:0g3zIOFTdkwgJdR48usYgY,0.0162,0.769,0.856,0.0,0.125,-4.923,0.127,126.95,0.755,51,260560,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],13,08xkNDko1wfeqOZdkCXC9K,SCAR,spotify:track:08xkNDko1wfeqOZdkCXC9K,0.284,0.576,0.434,1.56e-06,0.118,-7.769,0.0491,118.259,0.0588,43,187334,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],14,2Zlw9b4RYv2jFxupJCEoN2,"SPIRIT - From Disney's ""The Lion King""",spotify:track:2Zlw9b4RYv2jFxupJCEoN2,0.00971,0.447,0.436,0.0,0.0986,-8.119,0.0389,80.856,0.0497,44,277070,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],15,16NfpiFEck1VUNP1rbmWaH,BLACK PARADE - Extended Version,spotify:track:16NfpiFEck1VUNP1rbmWaH,0.00333,0.807,0.544,1.67e-05,0.146,-5.875,0.0409,120.006,0.0541,47,316750,True,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],16,1g0k1bFcLKyIrdsdUkF3eW,FIND YOUR WAY BACK - MELO-X Remix,spotify:track:1g0k1bFcLKyIrdsdUkF3eW,0.0227,0.777,0.588,0.0545,0.267,-9.759,0.0756,119.109,0.195,55,216339,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],17,1TeDbA2Hfy14sEjoUvZ8Pa,BLACK PARADE,spotify:track:1TeDbA2Hfy14sEjoUvZ8Pa,0.00337,0.824,0.555,6.42e-06,0.217,-5.817,0.05,120.002,0.0611,49,281272,True,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],1,3BKe4yOnb3yZV3zwpaams2,BIGGER,spotify:track:3BKe4yOnb3yZV3zwpaams2,0.633,0.509,0.36,0.0,0.13,-8.2,0.0361,129.624,0.181,8,226360,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],2,6sRnUBqueiQ5RauFZkLBOJ,FIND YOUR WAY BACK,spotify:track:6sRnUBqueiQ5RauFZkLBOJ,0.197,0.783,0.693,0.0274,0.0768,-6.747,0.174,119.063,0.623,8,162438,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],3,0tEEUL8xTC7EtSbrVN6qAp,DON'T JEALOUS ME,spotify:track:0tEEUL8xTC7EtSbrVN6qAp,0.0194,0.926,0.782,0.0718,0.355,-5.3,0.101,120.005,0.563,9,156442,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],4,4WzaVFe95rgR5lKtlfTl22,JA ARA E,spotify:track:4WzaVFe95rgR5lKtlfTl22,0.0488,0.795,0.671,0.0119,0.0752,-5.792,0.0601,92.001,0.867,7,190434,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],5,1lRTRIkM0TerK6EGTT5R1l,NILE,spotify:track:1lRTRIkM0TerK6EGTT5R1l,0.731,0.554,0.45,0.0,0.339,-9.454,0.182,87.047,0.348,6,107462,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],6,4xBda4fx34R6GAUB9CMkh9,MOOD 4 EVA (feat. Oumou Sangaré),spotify:track:4xBda4fx34R6GAUB9CMkh9,0.12,0.611,0.723,0.0,0.322,-6.199,0.369,105.758,0.718,13,272464,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],7,16J29qrV8VA8UbvOr1G6OE,WATER,spotify:track:16J29qrV8VA8UbvOr1G6OE,0.105,0.807,0.809,3.3e-06,0.186,-3.713,0.0709,124.052,0.462,9,153193,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],8,4ZcC9JjXnhRK53ZaWOsn9p,BROWN SKIN GIRL,spotify:track:4ZcC9JjXnhRK53ZaWOsn9p,0.0554,0.526,0.609,0.0,0.291,-7.072,0.212,88.83,0.605,19,248143,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],9,3xvQ36qPKzi64hW6TIIX4y,KEYS TO THE KINGDOM,spotify:track:3xvQ36qPKzi64hW6TIIX4y,0.00642,0.735,0.678,1.58e-05,0.114,-6.655,0.0896,90.028,0.686,6,199073,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],10,5NOFHPD1Ksc2GBAi629tTG,ALREADY,spotify:track:5NOFHPD1Ksc2GBAi629tTG,0.0876,0.671,0.755,0.0,0.429,-5.831,0.0683,67.332,0.543,13,223422,False,0,3,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],11,6vSsMLkHAqgNzSbkNbfGE4,OTHERSIDE,spotify:track:6vSsMLkHAqgNzSbkNbfGE4,0.94,0.33,0.244,0.00466,0.0969,-9.508,0.0339,136.344,0.4,5,220232,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],12,3tIcVoc3eHWDOeNwgPOuXs,MY POWER,spotify:track:3tIcVoc3eHWDOeNwgPOuXs,0.0162,0.769,0.856,0.0,0.125,-4.923,0.127,126.95,0.755,9,260560,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],13,3ucTqTKNK1uu1L0ZdZhlkD,SCAR,spotify:track:3ucTqTKNK1uu1L0ZdZhlkD,0.284,0.576,0.434,1.56e-06,0.118,-7.769,0.0491,118.259,0.0588,5,187334,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],14,63YpDBGLaezDy4qazvB5Sf,"SPIRIT - From Disney's ""The Lion King""",spotify:track:63YpDBGLaezDy4qazvB5Sf,0.00971,0.447,0.436,0.0,0.0986,-8.119,0.0389,80.856,0.0497,5,277070,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],15,1XWJRIysk55H8Q3T9XhUCx,BLACK PARADE - Extended Version,spotify:track:1XWJRIysk55H8Q3T9XhUCx,0.00343,0.807,0.544,1.62e-05,0.146,-5.88,0.0413,120.002,0.0546,9,316750,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],16,3wu0uc0ymDyy4W91iUKENH,FIND YOUR WAY BACK - MELO-X Remix,spotify:track:3wu0uc0ymDyy4W91iUKENH,0.0227,0.777,0.588,0.0545,0.267,-9.759,0.0756,119.109,0.195,5,216339,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift [Deluxe Edition],17,1Dsv9o1vGkrwwWdtQXkFT9,BLACK PARADE,spotify:track:1Dsv9o1vGkrwwWdtQXkFT9,0.00358,0.826,0.553,5.96e-06,0.217,-5.808,0.0505,119.992,0.0616,8,281272,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,1,1RMvRv1tAvWXgYdH8DUdLX,balance (mufasa interlude),spotify:track:1RMvRv1tAvWXgYdH8DUdLX,0.533,0.386,0.288,0.0167,0.141,-18.513,0.0602,76.796,0.399,37,43850,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,2,4R2KJOgEUP2qO3re9BwIhs,BIGGER,spotify:track:4R2KJOgEUP2qO3re9BwIhs,0.645,0.484,0.363,0.0,0.125,-8.094,0.0368,127.822,0.201,49,226479,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,3,50QREAhIciZoAiRNtyELEh,the stars (mufasa interlude),spotify:track:50QREAhIciZoAiRNtyELEh,0.199,0.537,0.247,1.04e-05,0.423,-17.75,0.0793,109.981,0.17,37,46566,False,1,5,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,4,65kk9CAAqFI3LWBEhUwVqd,FIND YOUR WAY BACK,spotify:track:65kk9CAAqFI3LWBEhUwVqd,0.2,0.672,0.696,0.0275,0.0736,-6.693,0.177,118.742,0.642,53,162353,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,5,4KJ3NHQvLjA0hB2nv43cxD,uncle scar (scar interlude),spotify:track:4KJ3NHQvLjA0hB2nv43cxD,0.524,0.0,0.00515,0.95,0.114,-22.612,0.0,0.0,0.0,0,13853,False,0,0,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,6,1yvFoBp2Bq1ilD0518ZpQx,DON'T JEALOUS ME,spotify:track:1yvFoBp2Bq1ilD0518ZpQx,0.0184,0.932,0.775,0.0157,0.318,-5.345,0.115,119.976,0.584,54,155990,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,7,6Y6BbZoYe2mNLceeoUZdoT,danger (young simba & young nala interlude),spotify:track:6Y6BbZoYe2mNLceeoUZdoT,0.0306,0.563,0.47,0.661,0.283,-13.47,0.147,95.011,0.186,0,16768,False,1,3,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,8,6pdip6qgVJOI5JxqgbAlu6,JA ARA E,spotify:track:6pdip6qgVJOI5JxqgbAlu6,0.042,0.79,0.693,0.0267,0.079,-5.767,0.0605,91.991,0.855,55,190108,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,9,19omXUq2TcREoUoHqbVLTq,run away (scar & young simba interlude),spotify:track:19omXUq2TcREoUoHqbVLTq,0.491,0.489,0.353,2.17e-05,0.229,-17.619,0.664,127.814,0.175,6,29582,False,1,1,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,10,0lboDHM9hSR5j5CFlWDR9k,NILE,spotify:track:0lboDHM9hSR5j5CFlWDR9k,0.738,0.484,0.457,0.0,0.536,-9.458,0.204,83.493,0.342,46,107204,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,11,3c3XyNDlGm6607OfqGyBHa,"new lesson (timon, pumbaa & young simba interlude)",spotify:track:3c3XyNDlGm6607OfqGyBHa,0.703,0.494,0.411,0.0,0.156,-15.021,0.771,77.539,0.403,35,53793,False,0,1,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,12,7oqftogUN82Q7VNy2TmTJW,MOOD 4 EVA (feat. Oumou Sangaré),spotify:track:7oqftogUN82Q7VNy2TmTJW,0.119,0.608,0.709,0.0,0.337,-6.175,0.374,105.742,0.709,56,272068,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,13,1T41VK2fuFYbsXjIM7qKif,reunited (nala & simba interlude),spotify:track:1T41VK2fuFYbsXjIM7qKif,0.756,0.0,0.558,0.0,0.533,-17.238,0.0,0.0,0.0,0,8619,False,1,0,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,14,5vIiGOCqhPwnQDZhWhewGU,WATER,spotify:track:5vIiGOCqhPwnQDZhWhewGU,0.0984,0.804,0.823,3.78e-06,0.246,-3.667,0.0745,124.062,0.489,53,152563,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,15,0B3FovCVaGKS5w1FTidEUP,BROWN SKIN GIRL,spotify:track:0B3FovCVaGKS5w1FTidEUP,0.049,0.603,0.602,0.0,0.279,-7.083,0.23,119.703,0.595,65,248472,False,1,5,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,16,5DgGXyOQGaAvyhMEAdn164,come home (nala interlude),spotify:track:5DgGXyOQGaAvyhMEAdn164,0.783,0.0,0.186,0.00014,0.333,-17.37,0.0,0.0,0.0,0,14827,False,1,0,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,17,3KZK9MF3bAixN5UWOHVTbf,KEYS TO THE KINGDOM,spotify:track:3KZK9MF3bAixN5UWOHVTbf,0.0057,0.731,0.674,2.54e-05,0.109,-6.704,0.0801,90.022,0.73,49,198952,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,18,1OTXnoe2AGsDQ3Yp1vxI9s,follow me (simba & rafiki interlude),spotify:track:1OTXnoe2AGsDQ3Yp1vxI9s,0.675,0.628,0.287,0.0,0.426,-16.666,0.66,83.69,0.535,35,31391,False,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,19,6tgEc2O1uFHcZDKPoo6PC8,ALREADY,spotify:track:6tgEc2O1uFHcZDKPoo6PC8,0.0846,0.647,0.732,0.0,0.597,-5.846,0.0891,67.295,0.548,66,222529,False,1,3,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,20,3FrP4HVPTAZPDhDtClu5wX,remember (mufasa interlude),spotify:track:3FrP4HVPTAZPDhDtClu5wX,0.826,0.255,0.32,0.0219,0.261,-19.821,0.0533,87.301,0.302,37,45293,False,1,3,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,21,1nywz2hyM3E46PxLgscU9j,OTHERSIDE,spotify:track:1nywz2hyM3E46PxLgscU9j,0.944,0.258,0.248,0.00365,0.0967,-9.507,0.0343,80.187,0.369,44,219991,False,1,5,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,22,50S6TvqQ0qvR5ZkyDotVJT,war (nala interlude),spotify:track:50S6TvqQ0qvR5ZkyDotVJT,0.432,0.399,0.38,5.9e-06,0.536,-10.247,0.355,80.096,0.123,0,18047,False,1,3,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,23,7ia5l12mCvbQTeAnG1oYpg,MY POWER,spotify:track:7ia5l12mCvbQTeAnG1oYpg,0.0159,0.773,0.86,0.0,0.236,-4.966,0.13,126.967,0.715,54,259741,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,24,42VXfDBCEvcMJnwnd2suTB,surrender (simba & scar interlude),spotify:track:42VXfDBCEvcMJnwnd2suTB,0.406,0.0,0.155,0.636,0.0973,-16.549,0.0,0.0,0.0,0,14051,False,0,0,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,25,1k9bH40gL6lCMIgHOsTDP8,SCAR,spotify:track:1k9bH40gL6lCMIgHOsTDP8,0.24,0.45,0.453,5.48e-06,0.12,-7.82,0.06,117.956,0.0532,40,186677,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,26,3EfKP2xSbM9Yqbd6fkNgxf,"i'm home (mufasa, sarabi & simba interlude)",spotify:track:3EfKP2xSbM9Yqbd6fkNgxf,0.699,0.536,0.115,0.00178,0.115,-20.651,0.0353,32.918,0.595,34,42978,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,The Lion King: The Gift,27,6ucmgsair6pvRYfwgvI6e0,"SPIRIT - From Disney's ""The Lion King""",spotify:track:6ucmgsair6pvRYfwgvI6e0,0.00956,0.238,0.435,0.0,0.0981,-8.096,0.0497,78.797,0.0447,56,277030,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,1,7Hz87DF2VCuSVS2iO1z0Nr,Welcome - Homecoming Live,spotify:track:7Hz87DF2VCuSVS2iO1z0Nr,0.143,0.6,0.831,0.576,0.7,-12.294,0.378,170.133,0.123,49,196473,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,2,10OaEuICuFoKLq48NoMblA,Crazy In Love - Homecoming Live,spotify:track:10OaEuICuFoKLq48NoMblA,0.000263,0.401,0.769,0.000459,0.327,-8.316,0.158,99.252,0.402,56,167347,True,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,3,2NTp1e0sRMHiw368rfCGvE,Freedom - Homecoming Live,spotify:track:2NTp1e0sRMHiw368rfCGvE,0.00174,0.486,0.813,1.09e-05,0.406,-7.528,0.114,85.161,0.403,54,114370,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,4,0QRxJvOohS8yiGC1n98uFM,Lift Ev'ry Voice and Sing - Homecoming Live,spotify:track:0QRxJvOohS8yiGC1n98uFM,0.124,0.201,0.409,1.86e-06,0.683,-13.089,0.0393,85.35,0.0795,49,129117,False,1,3,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,5,6oHexA34fw1WfswjIEA1hd,Formation - Homecoming Live,spotify:track:6oHexA34fw1WfswjIEA1hd,0.0237,0.676,0.871,0.0,0.956,-9.134,0.433,121.963,0.419,54,262831,True,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,6,6pLlQE4Ypn9zQBCe16UskF,So Much Damn Swag - Interlude - Homecoming Live,spotify:track:6pLlQE4Ypn9zQBCe16UskF,0.994,0.535,0.338,0.011,0.891,-27.432,0.883,67.709,0.547,46,59056,True,1,5,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,7,1GWk2MHsycvbyOFaWFiOMk,Sorry - Homecoming Live,spotify:track:1GWk2MHsycvbyOFaWFiOMk,0.00981,0.418,0.728,0.0,0.966,-11.479,0.486,129.252,0.193,52,393524,True,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,8,6YyMbzAUPJLaGcldbEKmXB,Kitty Kat - Homecoming Live,spotify:track:6YyMbzAUPJLaGcldbEKmXB,0.257,0.456,0.551,1.14e-06,0.73,-15.779,0.465,123.714,0.488,49,42305,False,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,9,5yZEkyUXbyFCHzrQTH5Ssw,Bow Down - Homecoming Live,spotify:track:5yZEkyUXbyFCHzrQTH5Ssw,0.0332,0.395,0.866,0.0,0.432,-7.544,0.128,141.577,0.377,55,87887,True,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,10,76raxY6tmyR6mi9xcWCFk7,I Been On - Homecoming Live,spotify:track:76raxY6tmyR6mi9xcWCFk7,0.018,0.555,0.676,0.0463,0.721,-11.151,0.0763,95.174,0.14,51,160089,True,1,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
Beyoncé,HOMECOMING: THE LIVE ALBUM,11,4LzdggfUuKAK5zypoKnueZ,Drunk in Love - Homecoming Live,spotify:track:4LzdggfUuKAK5zypoKnueZ,0.0197,0.325,0.836,8.22e-06,0.33,-8.933,0.283,141.306,0.571,52,254004,True,0,4,dance pop_pop_r&b,85,Beyoncé,29012079,spotify:artist:6vWDO969PvNqNYHIOW5v0m
